enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
30861,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,25
16019,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,4,10
11840,city_40,0.776,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,9
8902,city_103,0.92,Male,No relevent experience,no_enrollment,,,1,,,never,25
5747,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,79
16204,city_103,0.92,,Has relevent experience,no_enrollment,Masters,Business Degree,4,,,1,73
5602,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,258
18970,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,28
7938,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,19
24019,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,216
10001,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,never,6
1979,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,never,5
25994,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,>4,24
11017,city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,106
9284,city_67,0.855,,No relevent experience,Full time course,Graduate,STEM,5,,,3,54
1060,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,24
6763,city_100,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,>4,116
1964,city_134,0.698,,No relevent experience,Full time course,High School,,3,,Pvt Ltd,never,64
6293,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,,1,106
4710,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,51
31323,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,40
2807,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,26
32255,city_23,0.899,,Has relevent experience,,Graduate,Business Degree,2,,,1,28
19092,city_90,0.698,Female,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,,1,178
26193,city_145,0.555,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,1,102
4639,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,2,124
12853,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,34
7247,city_97,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Early Stage Startup,1,46
7,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,13,,,1,18
15575,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,16
11163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,NGO,2,158
2527,city_104,0.924,Male,No relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,102
17797,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,37
8892,city_7,0.647,,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,33
5163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,3
28889,city_114,0.926,Male,Has relevent experience,no_enrollment,,,7,500-999,Other,3,80
1011,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,never,31
4923,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,59
21447,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,,,1,4
31357,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,>4,50
12118,city_152,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,never,56
33133,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,82
6306,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,90
15204,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,<10,NGO,>4,88
23532,city_103,0.92,,No relevent experience,no_enrollment,,,4,,,,46
16300,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,28
15428,city_76,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,56
7407,city_55,0.739,Male,No relevent experience,Full time course,Masters,STEM,5,,,1,50
2204,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,29
17455,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,36
26090,city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,16,1000-4999,Pvt Ltd,1,19
23124,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,,2,54
1413,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,5,,,never,35
30757,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,44
4684,city_23,0.899,Male,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,28
18772,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,55
19902,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,,,1,148
16301,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,19
32428,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,20,50-99,,1,16
25853,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,112
19592,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,3,65
1187,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,10
27645,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,76
23530,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,68
7010,city_40,0.776,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,4
24963,city_21,0.624,Female,Has relevent experience,no_enrollment,,,5,,,1,39
14902,city_54,0.856,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,>4,18
28953,city_105,0.794,Male,No relevent experience,no_enrollment,Graduate,No Major,2,,,1,7
12719,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,4,<10,Pvt Ltd,1,45
8383,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,106
28677,city_103,0.92,Male,Has relevent experience,,Graduate,Humanities,>20,100-500,NGO,1,2
30954,city_57,0.866,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,87
14148,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,92
6766,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,>4,25
16338,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,88
13760,city_101,0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,26
19481,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,11,100-500,,1,8
17544,city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,39
19984,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,3,157
21776,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,72
19910,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7,,,1,290
13290,city_142,0.727,Male,Has relevent experience,,Graduate,STEM,6,,,1,122
9074,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,48
28793,city_41,0.827,Male,No relevent experience,Full time course,High School,,8,,,2,214
19113,city_114,0.926,,No relevent experience,no_enrollment,Primary School,,5,,,never,19
21437,city_123,0.738,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,>4,50
6543,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1000-4999,Pvt Ltd,>4,28
17507,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,1,49
11843,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,107
22782,city_36,0.893,Male,No relevent experience,Full time course,Masters,STEM,7,500-999,Public Sector,1,35
21875,city_74,0.579,Male,No relevent experience,,,,1,,,1,4
22664,city_102,0.804,,No relevent experience,,Graduate,STEM,8,100-500,Pvt Ltd,1,16
28553,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,15,50-99,Funded Startup,2,8
17362,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,26
2963,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,<1,,,never,23
22543,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,Humanities,10,50-99,Pvt Ltd,1,31
17201,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,never,2
33228,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,,,>4,43
32050,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,100
843,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,57
31780,city_114,0.926,,No relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,1,198
3457,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,50
16636,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,24
20131,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,,,1,8
27346,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Funded Startup,2,8
1282,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,>4,21
33282,city_21,0.624,Male,Has relevent experience,no_enrollment,,,7,,,1,272
17401,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,9,,,never,20
5193,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Funded Startup,4,144
11737,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,80
1545,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,55
4554,city_21,0.624,,No relevent experience,Part time course,Masters,STEM,1,5000-9999,Pvt Ltd,1,55
12200,city_102,0.804,Other,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,3,37
7830,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,>4,31
19409,city_21,0.624,,Has relevent experience,,Graduate,STEM,14,,,>4,154
24136,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,2,,,never,134
4014,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,4,22
24999,city_36,0.893,,No relevent experience,no_enrollment,Masters,Other,9,10000+,Pvt Ltd,4,14
18168,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,30
28241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Funded Startup,>4,77
1901,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,40
9477,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,10/49,Pvt Ltd,1,218
5407,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,117
21171,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,50-99,Pvt Ltd,2,11
27048,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,41
23517,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,never,21
13752,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,15
6214,city_65,0.802,,No relevent experience,no_enrollment,High School,,<1,,,never,35
13636,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Early Stage Startup,1,16
19206,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Public Sector,1,15
14747,city_36,0.893,Male,No relevent experience,Full time course,High School,,2,100-500,Pvt Ltd,1,30
24342,city_27,0.848,,No relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,60
4772,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,3,14
584,city_142,0.727,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,3,168
21676,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,8
18807,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,5000-9999,NGO,3,65
10101,city_136,0.897,,Has relevent experience,Part time course,Masters,STEM,4,<10,Funded Startup,1,105
14535,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,43
29235,city_41,0.827,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,>4,16
22687,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,1,1000-4999,Pvt Ltd,,131
23621,city_103,0.92,Male,No relevent experience,Full time course,High School,,9,,,never,55
15142,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,11,,,2,33
1505,city_149,0.689,Male,Has relevent experience,Full time course,Graduate,STEM,12,100-500,Pvt Ltd,3,30
30988,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,28
7870,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,19
14020,city_1,0.847,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,59
16443,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,106
17431,city_71,0.884,,Has relevent experience,Full time course,Graduate,STEM,8,,,,39
29542,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,26
32715,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,2
15647,city_43,0.516,Female,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,46
13493,city_89,0.925,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,19
8957,city_42,0.563,,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,never,54
12938,city_101,0.558,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,1,64
968,city_160,0.92,,Has relevent experience,Full time course,Masters,STEM,8,,Public Sector,>4,35
33149,city_145,0.555,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Pvt Ltd,1,25
19126,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,2,14
16305,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,74
28162,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,1,72
2310,city_102,0.804,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,62
13935,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,5
19379,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,>4,26
10157,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,74
8143,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,4,66
28417,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,4,157
12001,city_158,0.766,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,112
3257,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,88
28046,city_59,0.775,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,3,96
1534,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,8,,,1,19
31961,city_16,0.91,Female,No relevent experience,no_enrollment,Masters,Business Degree,>20,,,1,63
1337,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,4,53
9096,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,28
32904,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,4,54
19115,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,9,10000+,Pvt Ltd,2,106
29998,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,16
6120,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,2,45
12727,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,1,2
18066,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,8,<10,Early Stage Startup,1,166
30193,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,100-500,Pvt Ltd,2,96
16159,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,112
14930,city_10,0.895,Male,No relevent experience,Full time course,Masters,STEM,10,100-500,Public Sector,2,94
4885,city_75,0.939,Male,No relevent experience,no_enrollment,High School,,19,,,>4,56
32111,city_102,0.804,Other,No relevent experience,Full time course,High School,,2,10000+,Pvt Ltd,2,15
9686,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,1,15
5207,city_21,0.624,,No relevent experience,Full time course,High School,,7,,,,76
32310,city_160,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,never,37
31607,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,NGO,2,11
9128,city_57,0.866,Male,No relevent experience,Full time course,Masters,STEM,5,10/49,Public Sector,1,31
19778,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,14,10/49,Pvt Ltd,>4,30
10965,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,,1,56
15606,city_138,0.836,,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,130
22383,city_102,0.804,Male,No relevent experience,Full time course,High School,,8,,,1,64
29988,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,2,62
22370,city_101,0.558,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,104
15347,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,never,60
4700,city_67,0.855,Male,No relevent experience,no_enrollment,,,2,,,1,130
1889,city_76,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,3,48
1306,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,68
13820,city_100,0.887,,No relevent experience,Full time course,High School,,9,,,never,13
24028,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,1,12
6879,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,1,18
30955,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,1,39
11801,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Early Stage Startup,,109
29464,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,12,,,never,57
3025,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,100-500,Early Stage Startup,>4,166
21846,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,5,,,1,188
32594,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Funded Startup,2,152
3158,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,4,86
19402,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,,,1,162
24499,city_90,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,,134
29441,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,99
29017,city_61,0.913,,Has relevent experience,no_enrollment,Masters,Arts,4,500-999,Pvt Ltd,1,194
10519,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,2,121
3310,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,9
18662,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,56
10985,city_28,0.939,,Has relevent experience,no_enrollment,High School,,6,50-99,Pvt Ltd,,2
29348,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,NGO,2,56
5452,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,46
31397,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,12
2560,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,32
30985,city_33,0.448,,No relevent experience,Full time course,Graduate,STEM,2,,,never,43
6487,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,3,42
21414,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,,3,6
32613,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,2,,Pvt Ltd,never,35
29001,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Pvt Ltd,1,117
4864,city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,52
23772,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,6
109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,14,1000-4999,Pvt Ltd,>4,80
26456,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,NGO,1,74
23152,city_149,0.689,,No relevent experience,,,,4,,,never,8
25154,city_101,0.558,Male,No relevent experience,,Graduate,STEM,3,100-500,Pvt Ltd,1,109
15289,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,,1,28
33379,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,2,81
3820,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,190
21733,city_27,0.848,,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,51
13122,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,68
25331,city_24,0.698,,No relevent experience,no_enrollment,High School,,<1,,,1,42
18762,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,3,6
25727,city_103,0.92,,No relevent experience,no_enrollment,,,9,1000-4999,NGO,>4,13
787,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,30
19608,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,>4,85
28049,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Public Sector,1,6
1853,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,51
18055,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Funded Startup,1,13
26898,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,2,26
5167,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,1,,,,69
21001,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,4
11556,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,1,22
32851,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,>20,,,1,83
15283,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,77
8624,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,,>4,106
16374,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,9,50-99,,1,50
29119,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,,,never,27
26390,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,165
19707,city_41,0.827,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,20
5013,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,,1,288
769,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,34
5951,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,42
32086,city_16,0.91,,No relevent experience,no_enrollment,High School,,2,,,never,43
17347,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,7
21721,city_176,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,78
11894,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Funded Startup,1,15
2256,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,139
27901,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,8
14078,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,2,80
7271,city_142,0.727,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,3,300
10942,city_48,0.493,,No relevent experience,Part time course,Graduate,STEM,<1,,,1,92
30300,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,33
19845,city_98,0.949,Female,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,1,3
30040,city_11,0.55,,No relevent experience,no_enrollment,Masters,Other,6,,,1,21
28975,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,336
8974,city_103,0.92,Female,No relevent experience,Full time course,High School,,5,5000-9999,,1,30
10216,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,50
4875,city_90,0.698,Female,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,42
