pred,prob,id
>50K,0.94040495,2572
<=50K,0.09203374,12561
<=50K,0.16325146,27168
<=50K,0.08848933,18657
<=50K,0.39904884,10133
<=50K,0.08848933,10077
<=50K,0.08857555,28567
<=50K,0.16140065,1316
<=50K,0.14479746,16795
<=50K,0.0937206,10318
<=50K,0.3747553,6473
<=50K,0.09230103,20558
<=50K,0.21058182,5703
<=50K,0.093025155,7274
<=50K,0.092589766,12199
<=50K,0.10466118,26304
<=50K,0.2264701,27028
<=50K,0.21928678,32396
<=50K,0.15216318,23445
>50K,0.8516699,191
<=50K,0.372592,20517
<=50K,0.09342365,23947
>50K,0.6745187,10075
<=50K,0.09742152,14423
<=50K,0.11734328,27411
<=50K,0.08848933,20163
<=50K,0.21250975,6970
>50K,0.7017731,4338
<=50K,0.08858621,26933
>50K,0.73122835,6782
<=50K,0.08848933,21311
<=50K,0.08848933,1091
<=50K,0.09468763,12973
<=50K,0.10294181,20876
<=50K,0.13482006,29111
>50K,0.94146305,2140
<=50K,0.1431801,6116
<=50K,0.25642616,20325
<=50K,0.12758188,20108
<=50K,0.1304452,23448
<=50K,0.08848933,7289
<=50K,0.3747553,5629
<=50K,0.09320075,3237
<=50K,0.3811391,11380
<=50K,0.093025155,17119
<=50K,0.40352008,11997
<=50K,0.08858621,19983
>50K,0.5706936,29117
>50K,0.8848242,2238
<=50K,0.46606946,19915
<=50K,0.15069854,17237
<=50K,0.10356375,5960
<=50K,0.13514632,17873
<=50K,0.15972945,24038
<=50K,0.093252935,9580
<=50K,0.45394737,9285
<=50K,0.15069854,19678
<=50K,0.09230103,24637
<=50K,0.09247421,5474
<=50K,0.08848933,24731
<=50K,0.093025155,9077
<=50K,0.08858734,27633
<=50K,0.21021788,11629
<=50K,0.23707674,28510
<=50K,0.123261765,4266
<=50K,0.13244252,9175
>50K,0.76297015,11794
<=50K,0.093252935,15241
<=50K,0.08848933,11652
<=50K,0.09231339,21323
<=50K,0.2264701,29021
<=50K,0.09302396,14647
<=50K,0.107959315,26064
<=50K,0.10670609,29005
<=50K,0.093025155,24182
<=50K,0.4031771,29696
<=50K,0.41207033,29490
<=50K,0.12703273,5407
<=50K,0.092589766,17056
<=50K,0.45394737,1045
<=50K,0.08858621,16463
<=50K,0.15789178,3255
<=50K,0.09229984,6316
<=50K,0.0924152,4898
<=50K,0.08895651,12964
<=50K,0.08848933,28997
>50K,0.94146305,2008
<=50K,0.13603303,7033
<=50K,0.14735067,12657
<=50K,0.3747553,22500
<=50K,0.15972945,8288
<=50K,0.40352008,28809
<=50K,0.10002863,18163
<=50K,0.13059922,306
<=50K,0.093025155,30435
>50K,0.7668346,13406
<=50K,0.08858621,25850
>50K,0.6767241,6638
>50K,0.66062874,12228
<=50K,0.08848933,27807
<=50K,0.1271659,29620
<=50K,0.3747553,22977
<=50K,0.36977267,5111
<=50K,0.08885929,25736
<=50K,0.10397177,31421
<=50K,0.08858734,6420
<=50K,0.29090264,13978
<=50K,0.093025155,22299
<=50K,0.39536455,11481
<=50K,0.0897426,20518
<=50K,0.22203541,28258
<=50K,0.093878716,7803
<=50K,0.093025155,27820
<=50K,0.08848933,29307
<=50K,0.234284,23150
<=50K,0.1353428,14434
<=50K,0.08848933,16377
<=50K,0.08858621,20894
<=50K,0.08965539,15325
<=50K,0.08848933,25844
<=50K,0.08858621,20127
>50K,0.94136804,2109
<=50K,0.08857555,19187
<=50K,0.40352008,18378
>50K,0.74448895,7116
<=50K,0.3747553,15357
>50K,0.94146305,1861
<=50K,0.3747553,19174
<=50K,0.08848933,6378
<=50K,0.3489458,25448
>50K,0.94146305,2558
<=50K,0.09302396,24534
<=50K,0.45394737,15983
<=50K,0.24497952,12326
<=50K,0.27361843,19378
<=50K,0.09219933,24878
<=50K,0.13202074,29127
>50K,0.7428607,24915
<=50K,0.08848933,13054
<=50K,0.08848933,10811
<=50K,0.24868988,10111
>50K,0.69966274,22954
<=50K,0.093025155,15352
>50K,0.7393224,29349
<=50K,0.093252935,20362
<=50K,0.24812788,21425
<=50K,0.3747553,11433
<=50K,0.08848933,22651
<=50K,0.13676226,12331
<=50K,0.115232706,5875
<=50K,0.08858621,22933
<=50K,0.08848933,5755
<=50K,0.4954743,290
<=50K,0.4031771,18565
<=50K,0.093025155,19160
<=50K,0.2613535,4282
<=50K,0.08858734,24471
<=50K,0.09292273,24752
>50K,0.7668346,29931
<=50K,0.21021788,8169
<=50K,0.093025155,25526
<=50K,0.13395678,12273
<=50K,0.088957675,22740
<=50K,0.49440008,4694
<=50K,0.093025155,13859
<=50K,0.40352008,30094
<=50K,0.20936385,12504
<=50K,0.3510486,9028
<=50K,0.3747553,19205
<=50K,0.09302396,18024
<=50K,0.09342486,22763
<=50K,0.3747553,7387
<=50K,0.32751328,19738
<=50K,0.08848933,25278
<=50K,0.093025155,5563
<=50K,0.08848933,14832
>50K,0.80204046,694
<=50K,0.2282844,14726
<=50K,0.093025155,18543
<=50K,0.122901395,23818
<=50K,0.3747553,18202
<=50K,0.46606946,32164
>50K,0.59581274,160
<=50K,0.0919323,10855
<=50K,0.08848933,11937
<=50K,0.44741505,28248
>50K,0.74125713,15741
>50K,0.7396155,14205
<=50K,0.08848933,21648
<=50K,0.25185123,16987
<=50K,0.093252935,23721
<=50K,0.08858621,32130
>50K,0.6470752,7607
<=50K,0.08858621,21367
<=50K,0.09297192,25786
<=50K,0.093025155,24923
<=50K,0.08848933,13029
<=50K,0.08858621,5128
<=50K,0.08848933,6977
<=50K,0.42059258,7722
<=50K,0.29183897,8433
<=50K,0.3747553,13370
<=50K,0.45359412,12772
<=50K,0.38391694,32294
<=50K,0.104445405,18447
<=50K,0.18814464,18563
<=50K,0.40352008,16515
<=50K,0.3747553,20398
<=50K,0.13771391,23206
<=50K,0.46606946,12844
<=50K,0.3747553,9932
<=50K,0.08858621,20787
<=50K,0.11258855,30128
<=50K,0.10379858,18677
<=50K,0.41815925,14959
<=50K,0.09320075,22555
<=50K,0.088673644,13581
<=50K,0.08848933,20857
<=50K,0.25379512,12133
<=50K,0.15216318,20485
<=50K,0.0924152,25364
<=50K,0.08867249,3576
<=50K,0.08858621,20132
<=50K,0.08848933,28836
>50K,0.94146305,2413
<=50K,0.3747553,12368
<=50K,0.40352008,7103
>50K,0.9396713,3069
<=50K,0.093252935,24738
<=50K,0.3489458,22488
<=50K,0.13202074,26005
<=50K,0.08857555,13903
<=50K,0.09320075,30831
<=50K,0.34661743,10321
<=50K,0.3862585,5233
<=50K,0.19249314,9476
<=50K,0.09320075,25384
>50K,0.9410945,1662
<=50K,0.09355165,6428
<=50K,0.40100402,18680
<=50K,0.3747553,16522
<=50K,0.08895651,17899
<=50K,0.25129154,1048
>50K,0.94066775,1890
<=50K,0.093025155,213
<=50K,0.45394737,7622
>50K,0.93971014,502
>50K,0.74448895,26921
>50K,0.9347456,2178
<=50K,0.2904515,13287
<=50K,0.08848933,7028
<=50K,0.2904515,7058
<=50K,0.111922435,16112
<=50K,0.39757627,25434
<=50K,0.40352008,32519
<=50K,0.10294181,26627
<=50K,0.093025155,13405
<=50K,0.24633004,23807
<=50K,0.093025155,28347
<=50K,0.09247421,23602
<=50K,0.21120414,14962
<=50K,0.2683874,9772
<=50K,0.21772394,25255
<=50K,0.08848933,7867
<=50K,0.093025155,6386
<=50K,0.18783331,18805
>50K,0.7393224,13482
<=50K,0.23535886,19325
<=50K,0.12331433,28302
<=50K,0.104835786,6276
<=50K,0.08848933,8366
<=50K,0.32548073,21370
<=50K,0.13202074,3557
<=50K,0.08848933,27226
>50K,0.7664932,5966
>50K,0.70090336,29894
<=50K,0.093252935,10526
<=50K,0.09292273,14444
<=50K,0.1170759,12933
<=50K,0.093199566,17424
<=50K,0.09320075,10212
<=50K,0.40352008,9839
<=50K,0.13603303,9021
<=50K,0.1037698,17911
<=50K,0.08867249,5415
>50K,0.7331701,21203
<=50K,0.08858621,4217
<=50K,0.09307439,26963
>50K,0.64354926,21931
>50K,0.68041444,15403
<=50K,0.13792334,1306
<=50K,0.09320075,12532
<=50K,0.108884476,9133
>50K,0.6092399,6525
<=50K,0.10439212,29327
>50K,0.7345067,7670
<=50K,0.092899,22885
<=50K,0.12968692,11167
<=50K,0.40352008,16390
<=50K,0.093025155,20685
<=50K,0.20426813,19619
<=50K,0.3747553,12770
<=50K,0.3553639,7013
<=50K,0.20426813,19867
<=50K,0.08848933,24525
<=50K,0.18144062,8499
<=50K,0.13080956,17025
<=50K,0.08848933,16237
<=50K,0.3747553,3628
<=50K,0.3862585,27587
>50K,0.9153849,2946
<=50K,0.3747553,15684
<=50K,0.24265835,14517
<=50K,0.42135617,10523
<=50K,0.093252935,25295
<=50K,0.093025155,7083
>50K,0.7283762,5536
<=50K,0.093199566,6227
<=50K,0.0992459,7046
<=50K,0.08848933,9989
<=50K,0.08858734,25379
<=50K,0.12247737,29835
<=50K,0.12968692,31756
<=50K,0.08848933,10716
<=50K,0.3747553,19560
<=50K,0.38308752,26489
<=50K,0.40352008,25983
<=50K,0.11838535,1460
<=50K,0.08848933,21299
<=50K,0.08848933,14596
>50K,0.94133914,2118
<=50K,0.47466668,11253
<=50K,0.093025155,16936
<=50K,0.3747553,22941
<=50K,0.2952524,30366
<=50K,0.093025155,6348
<=50K,0.08848933,13109
<=50K,0.08848933,19495
<=50K,0.08858621,10991
<=50K,0.08848933,29481
>50K,0.93852,725
<=50K,0.093025155,16268
<=50K,0.088673644,23388
<=50K,0.3747553,7168
>50K,0.94146305,2010
<=50K,0.13603303,20703
<=50K,0.2795418,17905
<=50K,0.122901395,7574
<=50K,0.3747553,28821
<=50K,0.32548073,16289
<=50K,0.08848933,12803
<=50K,0.1271659,22919
<=50K,0.08867249,25556
<=50K,0.12988792,13378
>50K,0.717089,22797
>50K,0.67472816,3549
<=50K,0.08848933,29404
<=50K,0.13523288,31865
<=50K,0.106947206,7986
<=50K,0.11242826,21038
<=50K,0.13202074,5218
<=50K,0.18797348,22419
>50K,0.54195756,239
<=50K,0.08848933,27910
<=50K,0.13202074,9405
<=50K,0.08848933,10927
<=50K,0.32548073,26339
<=50K,0.40352008,30679
<=50K,0.08858734,24214
<=50K,0.27845308,171
<=50K,0.41573948,14158
<=50K,0.40352008,7231
<=50K,0.10509482,23962
>50K,0.94146305,2009
<=50K,0.23611674,28367
<=50K,0.093025155,31860
<=50K,0.11748996,17506
<=50K,0.08848933,18877
<=50K,0.3747553,29195
<=50K,0.09302396,4553
<=50K,0.10149018,7301
<=50K,0.4012974,17845
<=50K,0.27533677,13104
>50K,0.5936726,50
<=50K,0.088673644,4717
<=50K,0.08867249,9927
<=50K,0.08848933,18794
<=50K,0.3747553,10152
>50K,0.9398051,674
<=50K,0.093025155,5651
<=50K,0.093025155,13564
<=50K,0.094866045,30756
<=50K,0.13026072,31241
<=50K,0.08848933,28542
<=50K,0.08848933,7369
<=50K,0.08848933,29654
<=50K,0.093199566,6072
<=50K,0.09320075,28787
>50K,0.9297563,2775
<=50K,0.08848933,24833
<=50K,0.15398064,907
<=50K,0.092589766,14808
<=50K,0.093025155,7629
<=50K,0.13332085,28158
<=50K,0.093025155,17578
<=50K,0.24271475,6631
<=50K,0.08848933,23179
<=50K,0.08848933,12311
<=50K,0.13701652,21915
>50K,0.7674034,28151
>50K,0.9413349,2493
<=50K,0.09302396,6162
<=50K,0.09309576,21089
<=50K,0.23493095,30234
>50K,0.94146305,2021
<=50K,0.39198855,3199
<=50K,0.10509482,18195
<=50K,0.40352008,27176
<=50K,0.23184688,17959
<=50K,0.093025155,13900
<=50K,0.08848933,21598
<=50K,0.15483482,24073
>50K,0.705302,12061
<=50K,0.093025155,21325
<=50K,0.15069854,25974
<=50K,0.08848933,4214
<=50K,0.08858734,27205
<=50K,0.09203374,5195
<=50K,0.1132404,15634
<=50K,0.1282394,29975
<=50K,0.13341103,24784
<=50K,0.13202074,29196
<=50K,0.093025155,22194
<=50K,0.093025155,26031
<=50K,0.41207033,28221
>50K,0.94146305,2262
<=50K,0.09248777,29414
>50K,0.74448895,6304
<=50K,0.3747553,12014
<=50K,0.08848933,28806
<=50K,0.3503768,22164
<=50K,0.25311345,20077
>50K,0.6767241,9868
<=50K,0.372592,3503
>50K,0.74448895,16286
<=50K,0.234284,21969
<=50K,0.40352008,11045
<=50K,0.093025155,7312
<=50K,0.38610548,30790
<=50K,0.16853985,7984
<=50K,0.12891,28598
<=50K,0.40352008,24344
<=50K,0.093025155,26632
>50K,0.7017731,32055
<=50K,0.093025155,7765
<=50K,0.10002863,6770
<=50K,0.08857555,3364
<=50K,0.097961284,26595
<=50K,0.093025155,27385
<=50K,0.3747553,31628
<=50K,0.092414,15626
<=50K,0.234284,4842
<=50K,0.19409686,13140
<=50K,0.3747553,25668
<=50K,0.088673644,3466
>50K,0.8064398,358
<=50K,0.08848933,12703
<=50K,0.08857555,21036
<=50K,0.37507233,14424
<=50K,0.22203541,9340
>50K,0.7116129,6290
<=50K,0.093025155,16992
>50K,0.7668346,18700
<=50K,0.09320075,12010
<=50K,0.093025155,32181
>50K,0.58096826,816
<=50K,0.23592561,31341
<=50K,0.40352008,3689
<=50K,0.08858621,8558
<=50K,0.3747553,1318
<=50K,0.093199566,27382
<=50K,0.093025155,6979
<=50K,0.3747553,28519
<=50K,0.18694824,31622
>50K,0.9414033,2540
<=50K,0.21316476,28478
<=50K,0.1211028,13645
<=50K,0.40352008,4317
<=50K,0.14371262,5125
<=50K,0.13202074,27124
>50K,0.7393224,17109
<=50K,0.08848933,27059
<=50K,0.093025155,18666
>50K,0.7393224,26949
<=50K,0.11453874,23799
<=50K,0.08848933,5904
<=50K,0.13676226,13444
>50K,0.73608047,3478
>50K,0.94146305,2341
<=50K,0.09320075,19372
<=50K,0.08848933,20142
<=50K,0.3747553,21814
<=50K,0.09247421,28594
>50K,0.9248829,630
<=50K,0.18979359,7419
<=50K,0.106004216,11025
<=50K,0.08858734,6808
<=50K,0.09385582,19091
<=50K,0.3747553,30794
<=50K,0.108270645,1378
<=50K,0.08848933,9046
>50K,0.94143254,2219
<=50K,0.10294181,29347
<=50K,0.08848933,27528
<=50K,0.08848933,31253
>50K,0.9409432,2257
<=50K,0.08848933,8906
<=50K,0.09230103,19870
<=50K,0.08848933,18976
<=50K,0.08858734,16635
<=50K,0.09320075,23485
>50K,0.7393224,26694
>50K,0.7393224,24164
<=50K,0.08848933,4872
<=50K,0.32751328,14625
<=50K,0.08848933,11852
>50K,0.7150345,8845
<=50K,0.08858621,29659
<=50K,0.22710185,25110
<=50K,0.08857555,5103
<=50K,0.40352008,16680
<=50K,0.13068919,7579
<=50K,0.093252935,22837
<=50K,0.13202074,21800
<=50K,0.13332085,16499
<=50K,0.13442437,28000
<=50K,0.105608515,31449
>50K,0.69966274,7049
<=50K,0.093025155,13046
<=50K,0.13332547,9467
<=50K,0.14109406,21763
<=50K,0.09292273,7996
<=50K,0.093025155,16452
<=50K,0.08848933,4195
<=50K,0.11758959,32546
<=50K,0.08848933,10816
<=50K,0.08848933,23063
<=50K,0.24359202,14421
<=50K,0.08858621,21315
<=50K,0.41573948,3707
<=50K,0.117288835,28896
<=50K,0.1314591,24549
<=50K,0.093025155,13719
<=50K,0.3747553,32284
<=50K,0.088673644,16375
<=50K,0.08848933,23813
<=50K,0.102627754,32481
<=50K,0.09355165,27590
<=50K,0.44885173,10887
<=50K,0.3747553,5870
<=50K,0.08848933,31504
<=50K,0.40352008,27903
<=50K,0.08858734,27039
<=50K,0.088673644,24608
<=50K,0.12247737,7612
<=50K,0.121931665,29392
<=50K,0.11300169,30268
<=50K,0.11846421,29721
<=50K,0.24497952,8406
>50K,0.94146305,2451
<=50K,0.09309576,29674
<=50K,0.41531974,23441
<=50K,0.08848933,9088
<=50K,0.11233753,9400
<=50K,0.23037986,6397
<=50K,0.3747553,13310
<=50K,0.093025155,32227
<=50K,0.13540226,25515
<=50K,0.093199566,6840
<=50K,0.25129154,15861
<=50K,0.3862585,22404
<=50K,0.40352008,5332
<=50K,0.08848933,22815
<=50K,0.26951173,31043
<=50K,0.0924152,25015
<=50K,0.3747553,6527
<=50K,0.08867249,30727
<=50K,0.09302396,10806
<=50K,0.093025155,6459
<=50K,0.09320075,22756
<=50K,0.101390295,3218
<=50K,0.3747553,13113
>50K,0.74125713,12983
<=50K,0.12771554,29968
<=50K,0.26951173,25230
<=50K,0.09320075,30494
>50K,0.6745187,8688
>50K,0.7664932,14523
<=50K,0.09320075,15414
<=50K,0.093025155,11445
>50K,0.62312216,16764
>50K,0.8285524,399
<=50K,0.09320075,6635
<=50K,0.13202074,23683
<=50K,0.09229984,8739
<=50K,0.08858621,13411
>50K,0.90028423,2774
<=50K,0.3747553,24320
<=50K,0.12892707,5946
<=50K,0.093025155,8392
<=50K,0.13438378,21226
<=50K,0.27190366,14518
<=50K,0.11020337,5590
<=50K,0.11347005,3357
>50K,0.7278601,31560
<=50K,0.42961872,10952
<=50K,0.13174394,4851
>50K,0.7345067,17749
>50K,0.8062946,965
<=50K,0.09229984,21885
>50K,0.7396155,10091
>50K,0.74448895,19512
<=50K,0.210565,10186
<=50K,0.38406965,14764
<=50K,0.08858621,6414
<=50K,0.23350532,24189
>50K,0.74125713,23113
>50K,0.6906237,15988
<=50K,0.08965539,30495
>50K,0.57032096,6
<=50K,0.09307439,27069
<=50K,0.08857555,16367
<=50K,0.0937206,5179
<=50K,0.08848933,26018
<=50K,0.10532179,7259
<=50K,0.3747553,12380
>50K,0.7278601,22023
<=50K,0.25185123,8694
<=50K,0.08848933,12376
<=50K,0.11251781,7467
<=50K,0.13514632,31631
<=50K,0.092414,14006
<=50K,0.093252935,16229
>50K,0.74125713,20052
<=50K,0.1954111,25327
>50K,0.74125713,14631
<=50K,0.08848933,19128
>50K,0.74448895,18428
<=50K,0.22003166,10988
<=50K,0.104209274,9840
<=50K,0.093073204,26170
<=50K,0.32347006,9112
<=50K,0.088673644,25474
>50K,0.9410337,2709
<=50K,0.08848933,6683
<=50K,0.08848933,27889
<=50K,0.08848933,23190
<=50K,0.42689943,17854
<=50K,0.08848933,31779
<=50K,0.08858621,6448
<=50K,0.08848933,30865
<=50K,0.3747553,29369
<=50K,0.4298926,5164
<=50K,0.16180319,9352
>50K,0.94146305,2482
>50K,0.7363782,30224
<=50K,0.094866045,25180
>50K,0.94146305,1887
<=50K,0.09230103,13390
<=50K,0.08848933,13933
<=50K,0.092589766,13767
<=50K,0.3747553,7170
<=50K,0.08848933,27891
<=50K,0.08848933,28838
>50K,0.75764847,3699
<=50K,0.21655566,22818
>50K,0.93545485,2195
<=50K,0.08848933,8327
>50K,0.93971014,673
<=50K,0.22974174,5582
<=50K,0.09320075,23507
<=50K,0.08848933,17243
<=50K,0.3489458,30874
<=50K,0.41531974,13583
>50K,0.7668346,17139
<=50K,0.093025155,25104
<=50K,0.093025155,5297
>50K,0.934787,2343
>50K,0.94024664,2192
<=50K,0.10294181,3367
>50K,0.7668346,30671
<=50K,0.08848933,16866
<=50K,0.3747553,23219
<=50K,0.40352008,25166
<=50K,0.29295468,13916
<=50K,0.10253557,13994
<=50K,0.3747553,28500
<=50K,0.2407102,22417
>50K,0.94146305,2849
<=50K,0.08965539,9704
<=50K,0.08858621,9012
<=50K,0.3747553,22832
<=50K,0.08858734,12002
<=50K,0.09355165,31324
<=50K,0.09309576,8704
<=50K,0.3747553,30201
<=50K,0.1292892,18955
<=50K,0.093252935,5586
<=50K,0.13213682,30594
<=50K,0.10397177,22129
<=50K,0.0924754,15075
<=50K,0.2683874,22076
<=50K,0.08858621,19095
<=50K,0.11364901,8687
>50K,0.7283762,28715
>50K,0.7450055,25623
<=50K,0.39757627,3445
<=50K,0.3747553,4326
<=50K,0.09309576,16651
>50K,0.9408483,2484
>50K,0.7664932,14577
<=50K,0.372592,20960
<=50K,0.08848933,303
<=50K,0.3747553,5412
<=50K,0.2264701,12512
<=50K,0.39459893,9976
>50K,0.7393224,8834
<=50K,0.3747553,18105
<=50K,0.15963012,32157
<=50K,0.0924754,24859
<=50K,0.08848933,30825
<=50K,0.08867249,5496
>50K,0.94146305,1982
>50K,0.9410222,2521
>50K,0.74448895,25251
<=50K,0.1954111,22678
<=50K,0.23363926,23123
<=50K,0.30519676,32074
<=50K,0.08848933,6030
<=50K,0.08848933,21609
<=50K,0.08848933,1244
<=50K,0.25873336,16560
<=50K,0.10955911,5015
<=50K,0.09355043,28783
<=50K,0.21080163,22809
<=50K,0.27486038,20532
>50K,0.7664932,14040
>50K,0.5651358,11813
>50K,0.82855,1684
<=50K,0.08848933,20453
>50K,0.94146305,1726
<=50K,0.43603545,1343
<=50K,0.12263864,27552
>50K,0.94146305,2003
<=50K,0.104445405,7186
<=50K,0.21655566,25471
<=50K,0.114209384,23471
<=50K,0.21256115,10371
<=50K,0.23299482,23477
>50K,0.93971014,640
<=50K,0.41531974,11529
<=50K,0.093025155,8289
<=50K,0.08848933,19799
<=50K,0.13395678,5180
<=50K,0.18694824,31069
<=50K,0.09302396,9762
<=50K,0.45394737,3678
<=50K,0.08858621,29273
<=50K,0.372592,11789
<=50K,0.08848933,25827
>50K,0.7664932,5908
<=50K,0.08858734,7557
>50K,0.94076777,1556
<=50K,0.094866045,29527
<=50K,0.093025155,20561
<=50K,0.08857555,5628
<=50K,0.13137019,9171
<=50K,0.3747553,5712
<=50K,0.093199566,14572
>50K,0.94146305,1981
<=50K,0.23299482,4979
<=50K,0.08848933,18430
<=50K,0.13213682,29176
<=50K,0.4012974,10300
<=50K,0.093025155,21935
<=50K,0.18694824,16644
<=50K,0.08848933,19033
>50K,0.9403458,1531
<=50K,0.093878716,1481
<=50K,0.13442437,32022
<=50K,0.29295468,16823
<=50K,0.093878716,27654
>50K,0.74125713,18812
<=50K,0.13903883,19694
>50K,0.9397676,705
<=50K,0.08848933,18765
<=50K,0.19799933,26122
<=50K,0.13137019,16473
>50K,0.76530385,32479
<=50K,0.18814464,3263
<=50K,0.13684967,20265
<=50K,0.088957675,31145
<=50K,0.34661743,11702
<=50K,0.24384929,7129
<=50K,0.08848933,31978
<=50K,0.17867073,6482
<=50K,0.09292273,7794
<=50K,0.13182865,20973
<=50K,0.09292273,14910
>50K,0.9402769,1606
<=50K,0.15531316,8163
>50K,0.94146305,2629
<=50K,0.09231339,28293
<=50K,0.092414,31695
<=50K,0.17192565,29478
>50K,0.7668346,19576
<=50K,0.093025155,16181
<=50K,0.117097326,6209
<=50K,0.08848933,14173
>50K,0.73884887,14800
>50K,0.8062946,805
<=50K,0.12839665,32313
<=50K,0.088673644,11328
<=50K,0.41531974,20448
<=50K,0.092899,31664
<=50K,0.3747553,11179
>50K,0.94146305,1960
>50K,0.7664932,24711
<=50K,0.1935191,12550
<=50K,0.3747553,16825
<=50K,0.08848933,7037
<=50K,0.2505531,10903
<=50K,0.13202074,22589
<=50K,0.0924152,5549
<=50K,0.18375035,26757
>50K,0.93930584,3007
<=50K,0.08965539,11394
<=50K,0.08858621,11942
<=50K,0.42640606,11596
>50K,0.7660535,21003
<=50K,0.08848933,22557
<=50K,0.10712064,6423
<=50K,0.10356375,10700
<=50K,0.12319842,14670
<=50K,0.2724522,10146
<=50K,0.23363926,19426
<=50K,0.3747553,12283
<=50K,0.3747553,16253
>50K,0.7376728,27206
<=50K,0.08848933,27801
<=50K,0.0937206,6703
<=50K,0.21316142,11892
<=50K,0.09355165,23900
<=50K,0.09230103,32419
<=50K,0.23299482,31535
<=50K,0.093252935,6052
<=50K,0.2264701,29232
<=50K,0.08848933,8130
<=50K,0.08848933,15647
<=50K,0.08848933,23470
<=50K,0.23835921,15056
<=50K,0.13182865,17632
>50K,0.74448895,26262
<=50K,0.08848933,25475
<=50K,0.08848933,13023
<=50K,0.092899,14182
<=50K,0.08858734,18380
<=50K,0.39904884,29707
<=50K,0.3747553,27464
<=50K,0.093025155,18124
<=50K,0.09320075,32117
<=50K,0.08848933,19031
<=50K,0.093025155,7550
<=50K,0.3747553,25539
>50K,0.7668346,5271
<=50K,0.08848933,9658
<=50K,0.21021788,17847
<=50K,0.20041065,6362
<=50K,0.22460075,20844
>50K,0.91412085,1771
<=50K,0.10356375,30536
<=50K,0.08848933,21803
>50K,0.7668346,9842
<=50K,0.08848933,6220
<=50K,0.093252935,3602
<=50K,0.33585772,22921
<=50K,0.13202074,26433
<=50K,0.093025155,12510
<=50K,0.25503308,30158
<=50K,0.093025155,4428
<=50K,0.15045175,6248
<=50K,0.3862585,6434
>50K,0.7393224,7943
>50K,0.93674535,1914
<=50K,0.08848933,23736
<=50K,0.45394737,10905
<=50K,0.09468763,26040
<=50K,0.093025155,9254
<=50K,0.09320075,18007
<=50K,0.3862585,9462
<=50K,0.22203541,8769
<=50K,0.23299482,25374
<=50K,0.38406965,4465
<=50K,0.08848933,17324
<=50K,0.3811391,7923
<=50K,0.08858621,8729
<=50K,0.40352008,11773
>50K,0.76297015,27563
<=50K,0.389806,13324
<=50K,0.43659768,26612
<=50K,0.1304452,9329
<=50K,0.12384773,2961
<=50K,0.08848933,8811
<=50K,0.093252935,18037
<=50K,0.102627754,16708
<=50K,0.17365387,15206
<=50K,0.13498834,1025
<=50K,0.09237353,17526
<=50K,0.08857555,12576
>50K,0.94146305,1944
<=50K,0.08858621,532
<=50K,0.13612005,25906
<=50K,0.43047714,5936
<=50K,0.2683874,7069
<=50K,0.093025155,5777
<=50K,0.08848933,20744
<=50K,0.0924754,27204
<=50K,0.09320075,6830
>50K,0.7017731,8165
<=50K,0.32751328,24849
<=50K,0.104209274,23909
<=50K,0.20343536,27133
<=50K,0.1282394,13514
>50K,0.69966274,11902
<=50K,0.18924023,29804
<=50K,0.08848933,7974
<=50K,0.093025155,26113
<=50K,0.09309576,8893
<=50K,0.13076757,14885
<=50K,0.088673644,7354
<=50K,0.09320075,8085
<=50K,0.10412727,6570
<=50K,0.3553639,23667
<=50K,0.3862585,27911
<=50K,0.13202074,8153
>50K,0.7668346,18026
>50K,0.74448895,27927
<=50K,0.38308752,5484
<=50K,0.08848933,12456
<=50K,0.32751328,6807
>50K,0.904954,82
<=50K,0.093025155,10149
<=50K,0.40352008,25863
<=50K,0.09342486,19743
>50K,0.6745187,14093
<=50K,0.094866045,7597
>50K,0.74125713,29914
<=50K,0.08858734,8157
<=50K,0.09320075,17568
<=50K,0.13382684,7915
<=50K,0.18814464,16461
<=50K,0.08955746,19600
<=50K,0.08885929,28800
<=50K,0.40352008,9183
<=50K,0.10389177,29054
<=50K,0.107308,9715
<=50K,0.2683874,3683
<=50K,0.22129688,168
<=50K,0.08848933,25544
<=50K,0.372592,10182
<=50K,0.093025155,3898
<=50K,0.3747553,26920
<=50K,0.08858734,14169
<=50K,0.4031771,10989
>50K,0.94146305,1621
<=50K,0.3747553,20747
>50K,0.7668346,14382
>50K,0.88103324,2663
<=50K,0.10955911,24629
<=50K,0.08867249,323
<=50K,0.45394737,21260
<=50K,0.372592,11248
<=50K,0.372592,13595
<=50K,0.13137019,32545
<=50K,0.24271475,11546
<=50K,0.336285,24495
<=50K,0.09355165,27740
<=50K,0.23835921,3682
<=50K,0.08858621,8854
<=50K,0.36455053,19649
<=50K,0.09522255,10453
<=50K,0.12247737,31675
>50K,0.6193686,26033
<=50K,0.08867249,11071
<=50K,0.49558502,19126
<=50K,0.3747553,3287
<=50K,0.093025155,7089
<=50K,0.08848933,6908
<=50K,0.3747553,12642
<=50K,0.09320075,19159
>50K,0.74125713,32005
<=50K,0.101390295,4607
<=50K,0.3536506,8143
<=50K,0.08857555,10255
<=50K,0.12839665,13099
>50K,0.94146305,1532
<=50K,0.1291324,19510
<=50K,0.39241543,17486
<=50K,0.09385704,24343
<=50K,0.40352008,31802
<=50K,0.2106634,24074
<=50K,0.08848933,14036
<=50K,0.45394737,7906
<=50K,0.45394737,12514
